,Review Rating,Filming Locations,Lat,Lon,Place_id,Location Type
44,1.4,"Nottingham, Nottinghamshire, England, UK",52.9534193,-1.1496461,514895174ff364f2bf590770c4a4097a4a40f00101f9019ce1010000000000c00208,city
45,2.3,"Pittsburgh, Pennsylvania, USA",40.4416941,-79.9900861,5159ee16925dff53c059072ba96e89384440f00101f90189e0020000000000c00208,neighbourhood
46,5.7,"Berlin, Germany",52.5170365,13.3888599,51a07312a518c72a40594e2b85402e424a40f00101f901d6f3000000000000c00208,city
47,4.9,"Bombay Beach, California, USA",33.3517001,-115.7298439,51d96b30c3b5ee5cc059febf458204ad4040f00103f9014265ff0800000000c0020592030c426f6d626179204265616368,region
48,3.5,"Texas, USA",31.2638905,-98.5456116,515e94ea4ceba258c0599f39eb538e433f40f00101f90102c0010000000000c0020a,region
49,4.9,Mexico,23.6585116,-102.0077097,512b57d3507e8059c05961095a3794a83740f00101f901febf010000000000c0020b,town
50,2.5,"Bran Castle, Bran, Brasov County, Romania",45.5150774,25.36723729,512ed86143035e39405951f4650eeec14640f00101f901685b320000000000c0020192030b4272616e20436173746c65,county
51,3.5,"Boston, Massachusetts, USA",42.3554334,-71.060511,5117838769dfc351c059fb7376d77e2d4540f00101f901b855230000000000c00208,suburb
52,5.4,"Miami, Florida, USA",25.7741728,-80.19362,517ff62345640c54c059e773493030c63940f00101f9010191120000000000c00208,city
53,2.9,India,22.3511148,78.6677428,51ed084c4cbcaa5340593f24d7a8e2593640f00101f9014ca6040000000000c0020b,town
54,7.9,"Thunder Bay, Ontario, Canada",48.406414,-89.259796,516ce8667fa05056c0597a51bb5f05344840f00101f90183eb730000000000c00208,city
55,4.9,"Buenos Aires Province, Argentina",-42.9165061,-71.3363881,51de10f46187d551c059d10a6712507545c0f00101f901c175470000000000c00205,region
56,4.2,"Owensboro, Kentucky, USA",37.7742152,-87.1133304,51206926ce40c755c0597608d27b19e34240f00101f90102fe010000000000c00208,region
57,3.8,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
58,2.4,"Escarpment Studios - 5610 Soto Street, Huntington Park, California, USA",33.99142478,-118.2194756,5102bf37e30b8e5dc059ed35cd01e7fe4040f00102f901431dc41700000000c00203,region
59,5.6,"Hartford, Connecticut, USA",41.764582,-72.6908547,516db2a1f6362c52c0591d8eaed2dde14440f00101f9016ba93b0000000000c00208,city
60,5.4,"Chiang Mai, Thailand",18.7882778,98.9858802,51883144a918bf584059af29eb92ccc93240f00103f9011cec9c0a00000000c0020592030a436869616e67204d6169,city
61,3.5,"Sesimbra, Setúbal, Portugal",38.4436932,-9.0996273,51db937659023322c05992ba53f0ca384340f00101f901fa6c520000000000c00208,hamlet
62,3.1,"London, England, UK",51.5073219,-0.1276474,51e5af3500c056c0bf59b5858cecefc04940f00101f9014600010000000000c002089203064c6f6e646f6e,city
63,5.3,"Chicago, Illinois, USA",41.8755616,-87.6244212,51763b5684f6e755c05914d10a6712f04440f00101f901ecde010000000000c00208,village
64,3.8,"Miami, Florida, USA",25.7741728,-80.19362,517ff62345640c54c059e773493030c63940f00101f9010191120000000000c00208,city
65,6.7,"Islamabad, Pakistan",33.6938118,73.0651511,5119f3846f2b44524059194a37d3ced84040f00103f9019281dc1200000000c0020792030949736c616d61626164,city
66,6,"Wisconsin, USA",44.4308975,-89.6884637,51ecfe0cca0f6c56c059ce3637a627374640f00101f9015a86020000000000c0020a,city
67,3.6,"Frankfurt, Germany",50.1106444,8.6820917,5100bf901f3b5d21405926be7f98290e4940f00101f901c0f3000000000000c00208,city
68,2.9,"Central City Studio, Los Angeles, California, USA",34.142118,-118.388616,51f3aca415df985dc059231631ec30124140f00102f901df80c41900000000c00201e203216f70656e7374726565746d61703a76656e75653a7761792f343332333038343437,region
69,1.9,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
70,6.4,"Gothenburg, Västra Götalands län, Sweden",57.7072326,11.9670171,51745886dd1cef27405920d50b9986da4c40f00103f90193a98b0100000000c0020792030a476f7468656e62757267,city
71,5.3,"New Orleans, Louisiana, USA",29.9759983,-90.0782127,517028d76f018556c0599c734b06dbf93d40f00101f9012d03020000000000c00208,region
72,4.4,"Manistee, Michigan, USA",44.244447,-86.324253,5150a8a78fc09455c0597b4d0f0a4a1f4640f00101f901350d020000000000c00208,region
73,6.4,"Bridgehampton, Long Island, New York, USA",40.9392025,-72.3097232,51ffb34181d21352c05925e99ac937784440f00103f90156a0aba601000000c0020192030d42726964676568616d70746f6e,region
74,3.4,"Phoenix, Arizona, USA",33.4484367,-112.074141,51bc92e4b9be045cc059c069b05f66b94040f00101f90199b2010000000000c00208,city
75,6.4,"N Seoul Tower, San 1-3, Yongsan-dong, Yongsan-gu, Seoul, South Korea",37.563231,126.913243,514293c49272ba5f4059f48b12f417c84240f00103f901f408fd1500000000c002019203154368656f6e67776f6e204761732053746174696f6ee203226f70656e7374726565746d61703a76656e75653a6e6f64652f333638393034343336,city
76,5.6,"El Paso, Texas, USA",31.7865623,-106.441207,510bf148bc3c9c5ac0593cc49a255cc93f40f00101f901ffbc010000000000c00208,region
77,3.9,"Kent, England, UK",51.20707485,0.721036181,512fd64278ba12e73f597c49be6d819a4940f00101f9010758010000000000c002099203044b656e74,region
78,4.6,"Wheeling, West Virginia, USA",40.0639616,-80.7209149,51beac3f78232e54c0599419cae42f084440f00101f90175a9030000000000c00207,region
79,4.2,"Mandeville, Louisiana, USA",30.3582305,-90.0657477,516252d735358456c05903ee79feb45b3e40f00101f901ab03020000000000c00208,region
80,2.7,"Linda Vista Hospital - 610 S. St. Louis Street, Los Angeles, California, USA",34.03862,-118.21749,51404d2d5beb8d5dc0595b7c0a80f1044140c00203e2034f6f70656e6164647265737365733a616464726573733a75732f63612f636974795f6f665f6c6f735f616e67656c65732d6164647265737365732d636974793a31336535643336306633376263396232,region
81,3.9,"Newhaven Fort, Fort Road, Newhaven, East Sussex, England, UK",50.7876427,0.0516483,51f3b9c95ea571aa3f5971b7da79d1644940f00102f901d34b070100000000c00204920309466f727420526f6164,town
82,4.1,"Simi Valley, California, USA",34.2677404,-118.7538071,51877f22603eb05dc059b3e8425145224140f00101f901d5b7010000000000c00208,region
83,6.4,"Izmir, Turkey",38.4224548,27.1310699,5170fd05cc8d213b4059e404b7ff12364340f00103f901535d831900000000c00207920305497a6d6972,city
84,3.4,"Trona, California, USA",35.7627322,-117.3728346,514e74a785dc575dc059964d6f35a1e14140f00103f90102a5ff0800000000c0020592030554726f6e61,region
85,3.7,"County Down, Northern Ireland, UK",54.3518644,-5.961616475,5139003ffdb1d817c059365085e4092d4b40f00101f9012d15110000000000c0020992030b436f756e747920446f776e,county
86,4,"Folsom, Louisiana, USA",30.6301889,-90.1873048,51919845cdfc8b56c0595ecd4b0f54a13e40f00101f901a803020000000000c00208,region
87,4.5,"Denver, Colorado, USA",39.7392364,-104.984862,51af44a0fa073f5ac059a301614c9fde4340f00101f9010b89150000000000c00208,region
88,6.9,"Pawling, New York, USA",41.5647311,-73.6002479,5188ff2a766a6652c0595ec4d21b49c84440f00103f9013fe38fa101000000c002019203075061776c696e67,region
89,5.1,Latvia,56.8406494,24.7537645,51c362d4b5f6c0384059753348669a6b4c40f00101f901921b010000000000c0020b,village
90,4.2,"University of Pittsburgh, Pittsburgh, Pennsylvania, USA",40.44415295,-79.96246095,518c88d1f598fd53c0590256fd00da384440f00101f9014dba1f0000000000c00201920318556e6976657273697479206f662050697474736275726768,region
91,6.1,"Cambridge, Ontario, Canada",43.3600536,-80.3123023,51cc3dc9c2fc1354c0594e67823c16ae4540f00101f90148771f0000000000c00208,city
92,4.5,"Bridgend, Wales, UK",51.5049843,-3.5756674,519ffc8282f79a0cc05929bf5653a3c04940f00103f9012807a50f00000000c002079203084272696467656e64,town
93,7.2,"Bucharest, Romania",44.4361414,26.1027202,517aa3fbde4b1a3a405940b73c7bd3374640f00101f90185c3050000000000c00208,city
94,2.8,"Snowdonia, Gwynedd, Wales, UK",52.9155626,-3.832601293,5135bed3dd2aa90ec0596a38c02731754a40f00101f9010d62040000000000c00209920317536e6f77646f6e6961204e6174696f6e616c205061726b,Not found
95,4.6,"Kotka, Finland",60.4674228,26.9450844,51b4f51d0df1f13a4059cfb3a382d43b4e40f00101f901d1ec250000000000c00208,city
96,3.3,"Istanbul, Turkey",41.0091982,28.9662187,519c48d51b5af73c40594e1718682d814440f00103f901138f2e7000000000c00207920308497374616e62756c,city
97,3.7,"Ione, California, USA",38.3526913,-120.932717,5116dba4a2b13b5ec059b78a0ffd242d4340f00101f901739ba80000000000c00207,city
98,4.4,"Ridgewood, Queens, New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
99,2.9,"Cowichan Valley, BC",48.7290803,-123.6677678,51999427b5bcea5ec0593554d680525d4840f00103f9011a9dae7c00000000c00201920308436f77696368616e,village
100,4.6,"Devil's Garden, Florida, USA",30.7124131,-85.7165977,51e27899bcdc6d55c059f2bd75b460b63e40f00103f901f08d001600000000c0020192030d446576696c732047617264656e,region
101,5.5,"Hollywood, Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
102,3.9,"Elgin, Texas, USA",30.3495084,-97.371118,513e3db665c05758c05963adeb6179593e40f00101f901b480640000000000c00208,region
103,3.2,"Dublin City, Ireland",53.3497645,-6.2602732,51e019c80e850a19c059a1664815c5ac4a40f00101f9011bee100000000000c00208,quarter
104,7.2,"15 thames st. Brooklyn, New York City, New York, USA",40.7049616,-73.93247656,518c4e25b2ad7b52c059ca77842e3c5a4440f00102f9011723ab1000000000c00203,city
105,2,"Oregon, USA",43.9792797,-120.737257,51d0effb372f2f5ec0597f91860959fd4540f00101f9016486020000000000c0020a,region
106,3.6,"Topanga Canyon, California, USA",37.8303045,-122.165866,512c616d8c9d8a5ec0595e9cf86a47ea4240f00103f901a81eff0800000000c0020792030643616e796f6e,region
107,3.3,"Boston, Massachusetts, USA",42.3554334,-71.060511,5117838769dfc351c059fb7376d77e2d4540f00101f901b855230000000000c00208,suburb
108,6.9,Romania,45.9852129,24.6859225,512f17f19d98af384059758cd0741bfe4640f00101f9014162010000000000c0020b,village
109,2.5,"Artesia, California, USA",33.8690197,-118.0796195,51ee27637c18855dc059358a9b093cef4040f00101f901794a230000000000c00208,region
110,2.9,India,22.3511148,78.6677428,51ed084c4cbcaa5340593f24d7a8e2593640f00101f9014ca6040000000000c0020b,town
111,6,"Värmlands län, Sweden",59.89076245,13.29476171,51d8ec9b01eb962a40599ea0038104f24d40f00101f901cfd3000000000000c00209,town
112,6.5,"Grand Rapids, Michigan, USA",46.7657749,-89.2756983,5105847b0aa55156c05980cc73e904624740f00103f90102362a0900000000c0020592030c4772616e6420526170696473,region
113,5.7,"Belgrade, Serbia",44.8178131,20.4568974,519fa05e3af774344059c55e8319ae684640f00101f901f6a1290000000000c0020792030842656c6772616465,city
114,5.8,"Florida, USA",27.7567667,-81.4639835,518d98d9e7b15d54c059ac336376bbc13b40f00101f9010279020000000000c0020a,neighbourhood
115,3.8,"CERN, Switzerland",46.234169,6.051404,51ca880b40a334184059575ef23ff91d4740f00103f9018e3b0aee00000000c002019203044345524e,region
116,5.1,"Medina, Ohio, USA",41.1383878,-81.8637474,5152c02ca3477754c0592b9501b1b6914440f00101f9015cc9020000000000c00207,region
117,5.6,Thailand,14.8971921,100.83273,517a19c5724b3559405989754fc35ccb2d40f00101f901138d1f0000000000c0020b,town
118,3.9,"Las Vegas, Nevada, USA",36.046711,-115.2245569,51d565e7235fce5cc05986ae44a0fa054240f00101f9019498020000000000c0020892030a456e7465727072697365,region
119,4.7,"Goliad, Texas, USA",28.6689099,-97.3911137,5120a1c101085958c0597b78e0ad3dab3c40f00101f9015484640000000000c00207,region
120,3.5,"Hollywood, Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
121,2.8,"Atlanta, Georgia, USA",33.7489924,-84.3902644,51c2b28817fa1855c059ed79a3fbdedf4040f00101f90105d3010000000000c00208,neighbourhood
122,8,"Chicago, Illinois, USA",41.8755616,-87.6244212,51763b5684f6e755c05914d10a6712f04440f00101f901ecde010000000000c00208,village
123,5.9,"Tampa, Florida, USA",27.9477595,-82.458444,5109c38025579d54c0592bf9d85da0f23b40f00101f9015191120000000000c00208,neighbourhood
124,7.7,"Houston, Texas, USA",29.7589382,-95.3676974,51c0f4ac5a88d757c05963af1cc649c23d40f00101f9018f07290000000000c00208,suburb
125,7,Hungary,47.1817585,19.5060937,512e36525b8f8133405990a2cedc43974740f00101f9015753000000000000c0020b,town
126,5.9,"Istanbul, Turkey",41.0091982,28.9662187,519c48d51b5af73c40594e1718682d814440f00103f901138f2e7000000000c00207920308497374616e62756c,city
127,5.4,"Lexington, Kentucky, USA",38.0464066,-84.4970393,51e994ec7dcf1f55c059c6a8c6a6f0054340f00101f9017c0aa90000000000c00208,region
128,4.4,"Jersey City, New Jersey, USA",40.7215682,-74.047455,510742b280098352c059b36ac6585c5c4440f00101f901c99b020000000000c00208,city
129,3.6,"Utica, Cundinamarca, Colombia",5.1879202,-74.4814775,51a1100187d09e52c059f70725276ec01440f00101f901fab3150000000000c00208,town
130,2.5,"Duncannon Fort, Co.Wexford, Ireland",52.2209429,-6.936583273,5151b276af0fbf1bc05946e460db471c4a40f00102f901018e8a0500000000c0020192030e44756e63616e6e6f6e20466f7274,county
131,3.7,"Highland Forest, Onondaga County, New York, USA",42.8154314,-75.91858464,5152703617cafa52c059d4905d0e60684540f00102f901f629ef0700000000c0020592030f486967686c616e6420466f72657374,region
132,4.3,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
133,3.4,Australia,-24.7761086,134.755,515c8fc2f528d8604059f4249f0dafc638c0f00101f901743a010000000000c0020b,state
134,8.6,"1147 N. Western Ave, Chicago, Illinois, USA",41.904243,-87.68557,519947fe60e0eb55c0598751103cbef34440f00101f901d20b500000000000c00203e203266f70656e7374726565746d61703a616464726573733a72656c6174696f6e2f35323435393036,neighbourhood
135,4.3,"Baltimore, Maryland, USA",39.2908816,-76.610759,5136afeaac162753c0590b81b79b3ba54340f00101f901e108020000000000c00208,neighbourhood
136,6.3,"Bear Lake, Michigan, USA",44.420835,-86.148143,516808c72c7b8955c0598e01d9ebdd354640f00101f901b00e020000000000c00208,region
137,3.4,"Sligo, County Sligo, Ireland",54.2720696,-8.4751357,51fa5289fc44f320c0592f1e392dd3224b40f00101f90100471f0000000000c00208920305536c69676f,county
138,3.8,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
139,4.4,"Sudbury, Ontario, Canada",46.5025031,-81.0071182,51350de59f744054c059be51860552404740f00101f9011a943b0000000000c00208,city
140,7.6,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
141,6.4,"Amsterdam, The Netherlands",52.3727598,4.8936041,513b4904f40c93134059ba21d797b62f4a40f00101f9010623040000000000c00208,city
142,3.9,"Manhattan, New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
143,6,"Somerville, Massachusetts, USA",42.3875968,-71.0994968,51a083d3275ec651c05962049ec59c314540f00101f901b2811d0000000000c00208,region
144,6.1,"Jacksonville, Florida, USA",30.3321838,-81.655651,51bea59c2ff66954c059d1425dff09553e40f00101f901e0d0010000000000c00208,region
145,5.3,"Fisk, Wisconsin, USA",43.9558165,-88.6781668,51e9ceb815672b56c059143df03158fa4540f00103f9012470260900000000c002059203044669736b,region
146,5,"Los Angeles, California, USA",34.0536909,-118.242766,512ba5677a898f5dc059e1cbe957df064140f00101f901ff29030000000000c00208,city
147,3.7,"Silver Dream Factory, 1181 N Knollwood Circle, Anaheim, California, USA",33.85024166,-117.980102,517f20eafdb97e5dc059fe1bffb7d4ec4040f00102f9012848cb0000000000c00203,region
148,6,"Maryland, USA",39.5162401,-76.9382069,516b18f4940b3c53c0591f31d52714c24340f00101f9014079020000000000c0020a,town
149,8.3,"Tokyo, Japan",35.695126,139.75391,511344dd072078614059b64c86e3f9d84140c00208e2031e77686f736f6e66697273743a6c6f63616c6974793a313032303331333037,quarter
150,7.6,"Raleigh, North Carolina, USA",35.7803977,-78.6390989,51369a12ffe6a853c059d3af6312e4e34140f00101f9016cbb020000000000c00208,city
151,7.4,"Brasília, Distrito Federal, Brazil",-15.7934036,-47.8823172,5162591fc5eff047c059ad0e25ff38962fc0f00103f901ff740f0200000000c0020792030942726173c3ad6c6961,city
152,7.1,"Brooklyn, New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
153,5.8,"Sylva, North Carolina, USA",35.3737111,-83.2259803,519482137676ce54c0597b53ecc3d5af4140f00101f9015cbe020000000000c00208,region
154,3.8,"Easton, Maryland, USA",38.7744952,-76.0763065,51397ea834e20453c0595974a1a822634340f00101f901660a020000000000c00208,town
155,5,"La Paz, Bolivia",-16.4955455,-68.1336229,51ca5f10478d0851c059122ee411dc7e30c0f00101f9019ea9440000000000c00208,city
156,9,"Southacre, Norfolk, UK",52.682784,0.933759,51ae0feb8d5ae1ed3f59b41d537765574a40c002099203074e6f72666f6c6be2031d77686f736f6e66697273743a636f756e74793a31333630363938393535,town
157,4.8,Iceland,64.9841821,-18.1059013,51981afc581c1b32c059c033ebd6fc3e5040f00101f9017d90040000000000c0020b,Not found
158,3.9,"Arundel, Queensland, Australia",-27.9360655,153.3653514,5188516bf5b02b634059f56915fda1ef3bc0f00103f901bc937ae100000000c002059203074172756e64656c,state
159,4.2,"Harford County, Maryland, USA",39.548545,-76.3048991,511cc58377831353c05931b1f9b836c64340f00101f9011c480e0000000000c00209,hamlet
160,7.3,"Burslem, Stoke-on-Trent, Staffordshire, England, UK",53.0446287,-2.1928235,51b933130ce78a01c059437bab64b6854a40f00103f9011eecc60100000000c00207920307427572736c656d,town
161,5.8,"Mobile, Alabama, USA",30.6867339,-88.0848929,51684aa1e26e0556c059f68df9cacdaf3e40f00101f9015ee0030000000000c00208,region
162,3.4,"Jacksonville, Florida, USA",30.3321838,-81.655651,51bea59c2ff66954c059d1425dff09553e40f00101f901e0d0010000000000c00208,region
163,5.8,"New York City, New York, USA",40.7127281,-74.0060152,51d9d1938d628052c0595938a4ac3a5b4440f00101f90121af020000000000c00208,city
164,7,"Bangalore, Karnataka, India",12.9767936,77.590082,5154fd4ae7c3655340595ce26d4a1ef42940f00101f9010c95780000000000c00208,neighbourhood
165,4.5,"Maine, USA",45.709097,-68.8590201,51d306712ffa3651c0598a58c4b0c3da4640f00101f90118f8000000000000c0020a,state
166,4.4,"Tucson, Arizona, USA",32.2228765,-110.9748477,512c859be763be5bc05902469737871c4040f00101f90180df030000000000c00208,region
167,6.9,"Jarradale, West Australia",38.720281,-80.649428,51d446753a902954c0591077f52a325c4340c0020a92030d576573742056697267696e6961e2031b77686f736f6e66697273743a726567696f6e3a3835363838353839,region
168,3.6,"Staten Island, New York, USA",40.5726477,-74.14501454,5128540ceb478952c05998d013854c494440f00101f901a9e4930000000000c0020192030d53746174656e2049736c616e64,city
169,8.3,Malaysia,4.5693754,102.2656823,51116855f00091594059729648580a471240f00101f901d92a200000000000c0020b,Not found
170,3.7,"Austin, Texas, USA",30.2711286,-97.7436995,514da3c9c5986f58c059a10216af68453e40f00101f901a2ba010000000000c00208,region
171,3.9,"Virginia, USA",37.1232245,-78.4927721,516678fd93899f53c05971c806d2c58f4240f00101f9012a6b030000000000c0020a,hamlet
172,5.6,Ireland,52.865196,-7.9794599,5146f93889f7ea1fc059a45016bebe6e4a40f00101f90141f3000000000000c0020b,city
173,3.2,"Beaver Island, Michigan, USA",43.6211955,-84.6824346,512a2a2c02ad2b55c05910768a5583cf4540f00101f9019d87020000000000c0020a,city
174,4.6,"Buenos Aires, Federal District, Argentina",-34.607357,-58.454595,516af6402b303a4dc05993ffc9dfbd4d41c0c00208e2031e77686f736f6e66697273743a6c6f63616c6974793a343231313734323835,district
175,4.4,"Winnipeg, Manitoba, Canada",49.8955367,-97.1384584,51d1f69e80dc4858c059136f53f2a0f24840f00101f901e8521b0000000000c00208,neighbourhood
176,5.5,France,46.603354,1.8883335,51390f27309d36fe3f5995f430b43a4d4740f00101f901329a210000000000c0020b,Not found
